dataset,seed,model,config_index,params_json,error,val_macro_f1,val_accuracy,val_brier,val_ece,val_fit_time_sec
kc1,23,HistGradientBoosting,7,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.6797674784874648,0.8744075829383886,0.20338905947290312,0.0345344272849554,0.23777358303777874
kc1,23,HistGradientBoosting,8,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.6671478532628916,0.8744075829383886,0.2021257400594924,0.03116329010173457,0.39459533302579075
kc1,23,HistGradientBoosting,9,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.6701539201539202,0.8767772511848341,0.19919811322235986,0.043090088568138785,0.3424973329529166
kc1,23,HistGradientBoosting,10,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.6612816134728485,0.8696682464454977,0.20400058664692286,0.03243696168955007,0.44147620804142207
kc1,23,HistGradientBoosting,11,"{""learning_rate"": 0.03, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.6294664781605774,0.8601895734597157,0.2054762473661712,0.028602699566922716,0.3989896670682356
kc1,23,HistGradientBoosting,12,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.6420269365280155,0.8649289099526066,0.20521599559662837,0.024952409217406938,0.4049068329622969
kc1,23,MLP,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0003}",,0.6082837206324819,0.8625592417061612,0.20686974319254256,0.049979876894180875,0.15255795791745186
kc1,23,MLP,2,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.4870500233754091,0.8459715639810427,0.25114613955780224,0.09325812284366305,0.046353291952982545
kc1,23,MLP,3,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}",,0.652822695035461,0.8625592417061612,0.2118482547959758,0.04632544341052714,0.1150554169435054
kc1,23,MLP,4,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}",,0.6082837206324819,0.8625592417061612,0.20816589127320276,0.04302705598787134,0.20568458293564618
kc1,23,MLP,5,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0003}",,0.6271564752383166,0.8649289099526066,0.20423185780040154,0.028455917406867343,0.1039474579738453
kc1,23,MLP,6,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0003}",,0.5880201869777447,0.8601895734597157,0.20948123000964763,0.037820990141107284,0.08625750010833144
kc1,23,MLP,7,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}",,0.652822695035461,0.8625592417061612,0.2119232152357184,0.044393098119933284,0.11567254201509058
kc1,23,MLP,8,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0001}",,0.5719240837696336,0.8530805687203792,0.22138858676755718,0.06391385962092956,0.1272206250578165
kc1,23,MLP,9,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}",,0.4963846963846964,0.8388625592417062,0.34416035427293684,0.22480307908936906,0.07405008305795491
kc1,23,MLP,10,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",,0.6735986457101995,0.8744075829383886,0.20117059288273173,0.029084762866630226,0.08339512499514967
kc1,23,MLP,11,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.4870500233754091,0.8459715639810427,0.2511467117359559,0.09325822118181176,0.0453366250731051
kc1,23,MLP,12,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0001}",,0.5719240837696336,0.8530805687203792,0.22138868632341152,0.06391400410098975,0.12203058297745883
kc1,31,Logistic Regression,1,"{""C"": 0.2, ""class_weight"": null}",,0.63810818245069,0.8744075829383886,0.2025418722139112,0.056690917708909126,0.0047223749570548534
kc1,31,Logistic Regression,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",,0.6436813960033774,0.7440758293838863,0.34662658382514094,0.09664372609546246,0.005754958023317158
kc1,31,Logistic Regression,3,"{""C"": 0.01, ""class_weight"": null}",,0.5806606359649122,0.8625592417061612,0.2090898396081221,0.03907928472314193,0.003469125018455088
kc1,31,Logistic Regression,4,"{""C"": 5.0, ""class_weight"": ""balanced""}",,0.6304844106701692,0.7345971563981043,0.3527558330120381,0.07171417268761754,0.007590917055495083
kc1,31,Logistic Regression,5,"{""C"": 1.0, ""class_weight"": null}",,0.6430451127819549,0.8720379146919431,0.20612396022269303,0.028394162739589137,0.005354166030883789
kc1,31,Logistic Regression,6,"{""C"": 20.0, ""class_weight"": null}",,0.6217911785417066,0.8672985781990521,0.21277774051310833,0.028968076367076916,0.006612875033169985
kc1,31,Logistic Regression,7,"{""C"": 0.01, ""class_weight"": ""balanced""}",,0.6646665801764401,0.7677725118483413,0.3439167577188386,0.10522260139668999,0.003917042049579322
kc1,31,Logistic Regression,8,"{""C"": 0.05, ""class_weight"": null}",,0.6271596858638744,0.8720379146919431,0.20343172395662526,0.03688711413493834,0.0037213339237496257
kc1,31,Logistic Regression,9,"{""C"": 0.2, ""class_weight"": ""balanced""}",,0.6498755481806329,0.7511848341232228,0.3406198884949812,0.08957860110699602,0.0046788330655545
kc1,31,Logistic Regression,10,"{""C"": 20.0, ""class_weight"": ""balanced""}",,0.6304844106701692,0.7345971563981043,0.35600695452273096,0.06876082058074888,0.008291708072647452
kc1,31,Logistic Regression,11,"{""C"": 0.05, ""class_weight"": ""balanced""}",,0.6646665801764401,0.7677725118483413,0.3384531455310364,0.09752685929317371,0.004225166980177164
kc1,31,Logistic Regression,12,"{""C"": 5.0, ""class_weight"": null}",,0.6217911785417066,0.8672985781990521,0.21005558284522374,0.021851857200342058,0.006335209007374942
kc1,31,Random Forest,1,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6271596858638744,0.8720379146919431,0.20259129918280935,0.04500464316311727,0.16866929200477898
kc1,31,Random Forest,2,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6159510217589146,0.8696682464454977,0.20274499363276183,0.045689460762203545,0.17369883402716368
kc1,31,Random Forest,3,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.59034612037223,0.8625592417061612,0.2027687140682217,0.035493291852816564,0.16465287492610514
kc1,31,Random Forest,4,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.5924512768551209,0.8554502369668247,0.206824731900549,0.03719080562537863,0.1672999169677496
kc1,31,Random Forest,5,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6159510217589146,0.8696682464454977,0.20274736411354088,0.045701019306345,0.17844045802485198
kc1,31,Random Forest,6,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6144414972001179,0.8530805687203792,0.2074986773695283,0.04370220992455604,0.1667104579973966
kc1,31,Random Forest,7,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6219499233210344,0.8601895734597157,0.20910062416225267,0.050122985103565026,0.18924158299341798
kc1,31,Random Forest,8,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.59034612037223,0.8625592417061612,0.20590415659473793,0.02608142564887863,0.17258266604039818
kc1,31,Random Forest,9,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6347651801576095,0.8649289099526066,0.20601091521237266,0.04191019212279612,0.2017452500294894
kc1,31,Random Forest,10,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.632094757094757,0.8625592417061612,0.20950374614113043,0.05845471146182821,0.18588395800907165
kc1,31,Random Forest,11,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6325380365087155,0.8696682464454977,0.20262698280493696,0.054897756624822325,0.17838358297012746
kc1,31,Random Forest,12,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.59034612037223,0.8625592417061612,0.20529095401941605,0.02991398546974572,0.1623877080855891
kc1,31,Extra Trees,1,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.5951206140350878,0.8672985781990521,0.20146873974020485,0.04730376533766404,0.1142967090709135
kc1,31,Extra Trees,2,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6070031663252002,0.8696682464454977,0.20262905796462352,0.032003454499412054,0.11442533391527832
kc1,31,Extra Trees,3,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6070031663252002,0.8696682464454977,0.20013872041307318,0.047018432122110015,0.12216658308170736
kc1,31,Extra Trees,4,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6019856043683296,0.8649289099526066,0.20266995327223497,0.021535915714546536,0.11197491700295359
kc1,31,Extra Trees,5,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6070031663252002,0.8696682464454977,0.20262905796462352,0.032003454499412054,0.12789949995931238
kc1,31,Extra Trees,6,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6194083694083694,0.8578199052132701,0.21552241096367514,0.03676029829762061,0.11537508305627853
kc1,31,Extra Trees,7,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6584181313598519,0.8672985781990521,0.21616377639121664,0.048568055657214296,0.127623499953188
kc1,31,Extra Trees,8,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.5829388816644994,0.8649289099526066,0.20385547126485715,0.038682641447293456,0.11422033293638378
kc1,31,Extra Trees,9,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6402387041773231,0.8696682464454977,0.20313052985923685,0.029699691328081482,0.12678983295336366
kc1,31,Extra Trees,10,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6462187789084182,0.8625592417061612,0.21576772098869568,0.055692725753821656,0.12713849998544902
kc1,31,Extra Trees,11,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6794853909943424,0.8838862559241706,0.20120362413525011,0.04818564244673381,0.13223337498493493
kc1,31,Extra Trees,12,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.5576284135529379,0.8601895734597157,0.2026529585343556,0.048816373030095006,0.11048641707748175
kc1,31,HistGradientBoosting,1,"{""learning_rate"": 0.1, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.5784215784215785,0.8601895734597157,0.21083118336531897,0.03538911361472601,0.16284162504598498
kc1,31,HistGradientBoosting,2,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.6133507853403142,0.8672985781990521,0.21621714869111017,0.05682644846541178,0.21957679197657853
kc1,31,HistGradientBoosting,3,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.5927123723733894,0.8649289099526066,0.20969369463097493,0.02697004686965386,0.2625110000371933
kc1,31,HistGradientBoosting,4,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.5641307844697675,0.8554502369668247,0.21304489396647097,0.01860828242348802,0.26510149997193366
kc1,31,HistGradientBoosting,5,"{""learning_rate"": 0.03, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5683051582141309,0.8601895734597157,0.21471666955886365,0.020951808221516245,0.5779747089836746
kc1,31,HistGradientBoosting,6,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.5806606359649122,0.8625592417061612,0.21156380222693263,0.026175051138358964,0.34255812503397465
kc1,31,HistGradientBoosting,7,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.5244039878630256,0.8459715639810427,0.2153644663513859,0.027204840975989096,0.5623822910711169
kc1,31,HistGradientBoosting,8,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.59034612037223,0.8625592417061612,0.21196888327680843,0.03472931248577477,0.14720604207832366
kc1,31,HistGradientBoosting,9,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5683051582141309,0.8601895734597157,0.21570155229383048,0.02004510533474774,0.36639949993696064
kc1,31,HistGradientBoosting,10,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5641307844697675,0.8554502369668247,0.21497898997655707,0.03306679790162214,0.3590200000908226
kc1,31,HistGradientBoosting,11,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.5556335556335557,0.8578199052132701,0.21265116385202354,0.01727731735221159,0.2399334169458598
kc1,31,HistGradientBoosting,12,"{""learning_rate"": 0.1, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.6298245614035087,0.8672985781990521,0.2157000989192759,0.03454681016091788,0.2738994579995051
kc1,31,MLP,1,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}",,0.5556335556335557,0.8578199052132701,0.27423021980350626,0.15665995569982535,0.0795350419357419
kc1,31,MLP,2,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}",,0.5556335556335557,0.8578199052132701,0.21146749166680906,0.048342020521763084,0.13379254192113876
kc1,31,MLP,3,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",,0.6044721162214635,0.8672985781990521,0.21019414298259442,0.045352242407959424,0.06057470792438835
kc1,31,MLP,4,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0003}",,0.632094757094757,0.8625592417061612,0.2764085207287688,0.18709132213667637,0.04733733297325671
kc1,31,MLP,5,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.6159510217589146,0.8696682464454977,0.20272234325088812,0.03926358079520815,0.07590866601094604
kc1,31,MLP,6,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0003}",,0.6742200626674538,0.8388625592417062,0.2587937054246727,0.13291217507627454,0.039203125052154064
kc1,31,MLP,7,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",,0.6621449432247444,0.8317535545023697,0.2684526344198472,0.1474880751422613,0.031879000016488135
kc1,31,MLP,8,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}",,0.5829388816644994,0.8649289099526066,0.26791753122235795,0.1676556233982094,0.13268000003881752
kc1,31,MLP,9,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",,0.6044721162214635,0.8672985781990521,0.21018862525145746,0.04533941645157095,0.060754916979931295
kc1,31,MLP,10,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0001}",,0.6043455614257013,0.8507109004739336,0.35956445757453814,0.2459039835111835,0.048805917031131685
kc1,31,MLP,11,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0003}",,0.632094757094757,0.8625592417061612,0.2764081274735977,0.18709089451404093,0.045786542003042996
kc1,31,MLP,12,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",,0.6044721162214635,0.8672985781990521,0.21019657346693976,0.045338350747698236,0.060509542003273964
kc1,47,Logistic Regression,1,"{""C"": 0.01, ""class_weight"": null}",,0.5542538889955829,0.8436018957345972,0.2181108289091832,0.04291867572648649,0.0038177920505404472
kc1,47,Logistic Regression,2,"{""C"": 5.0, ""class_weight"": null}",,0.5971392974451079,0.8601895734597157,0.21436077284081922,0.027721574654661674,0.006584124988876283
kc1,47,Logistic Regression,3,"{""C"": 0.2, ""class_weight"": ""balanced""}",,0.6441359626362221,0.7535545023696683,0.3290041031448852,0.08279153327494215,0.005856624920852482
kc1,47,Logistic Regression,4,"{""C"": 1.0, ""class_weight"": ""balanced""}",,0.6462123246974174,0.7559241706161137,0.32729177367555917,0.08874308737030799,0.00590837502386421
kc1,47,Logistic Regression,5,"{""C"": 20.0, ""class_weight"": null}",,0.5947762627232571,0.8578199052132701,0.21620702161768823,0.0253599175554588,0.007166124996729195
kc1,47,Logistic Regression,6,"{""C"": 0.01, ""class_weight"": ""balanced""}",,0.6357358653431161,0.7535545023696683,0.34438021700466454,0.114775647567208,0.003636667039245367
kc1,47,Logistic Regression,7,"{""C"": 0.05, ""class_weight"": null}",,0.6033834586466165,0.8578199052132701,0.21267193173010973,0.02499384561213223,0.003685041912831366
kc1,47,Logistic Regression,8,"{""C"": 20.0, ""class_weight"": ""balanced""}",,0.6482988528287087,0.7582938388625592,0.32621218331330476,0.058922579212248694,0.008146749925799668
kc1,47,Logistic Regression,9,"{""C"": 0.05, ""class_weight"": ""balanced""}",,0.6497460243683809,0.7630331753554502,0.33390201264388003,0.07874271177541595,0.004099708981812
kc1,47,Logistic Regression,10,"{""C"": 0.2, ""class_weight"": null}",,0.6191757832908507,0.8649289099526066,0.2112061059954985,0.03157333769724758,0.004042832995764911
kc1,47,Logistic Regression,11,"{""C"": 5.0, ""class_weight"": ""balanced""}",,0.6455533596837945,0.7582938388625592,0.32755407307113704,0.07057628335455463,0.006684415973722935
kc1,47,Logistic Regression,12,"{""C"": 1.0, ""class_weight"": null}",,0.5834830024432471,0.8554502369668247,0.211903223434927,0.04263499603919587,0.005143624963238835
kc1,47,Random Forest,1,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6447370236961592,0.8554502369668247,0.20978248650062215,0.03966200095466865,0.1704092079307884
kc1,47,Random Forest,2,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6766027165583215,0.8625592417061612,0.20695312046736583,0.05792498601362184,0.1748288330854848
kc1,47,Random Forest,3,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6366475489981466,0.8601895734597157,0.21403683725241066,0.029457883566670277,0.16542270791251212
kc1,47,Random Forest,4,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6500878364134636,0.8601895734597157,0.20978052474106065,0.034961911935005016,0.16492537502199411
kc1,47,Random Forest,5,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6791288098459952,0.8601895734597157,0.21158412767608384,0.047368298071641876,0.16475062491372228
kc1,47,Random Forest,6,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6340194264569843,0.8578199052132701,0.214244736434917,0.033464417344189146,0.16503899998497218
kc1,47,Random Forest,7,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6738661785641652,0.8649289099526066,0.20405349628820918,0.05085928075489106,0.17481229198165238
kc1,47,Random Forest,8,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6340194264569843,0.8578199052132701,0.214244736434917,0.033464417344189146,0.17640987504273653
kc1,47,Random Forest,9,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6766027165583215,0.8625592417061612,0.20688636152991335,0.05910297442857708,0.17999958305153996
kc1,47,Random Forest,10,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6340194264569843,0.8578199052132701,0.2128075934508451,0.039566892688415976,0.1655924590304494
kc1,47,Random Forest,11,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6268788682581786,0.8578199052132701,0.2133885260418067,0.03543234208560991,0.1662079159868881
kc1,47,Random Forest,12,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6627229013534583,0.8554502369668247,0.2072285069427929,0.04262012970149379,0.19171854201704264
kc1,47,Extra Trees,1,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6709001782531194,0.8672985781990521,0.2042618053143707,0.039158852959055614,0.12501233292277902
kc1,47,Extra Trees,2,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6737811668828532,0.8601895734597157,0.21441646780931725,0.05530939897504543,0.12651820795144886
kc1,47,Extra Trees,3,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6243305167607957,0.8554502369668247,0.20963173470846683,0.034107322396565866,0.1154248749371618
kc1,47,Extra Trees,4,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.6356394830659536,0.8530805687203792,0.20275029812814488,0.05126528329069441,0.11296566599048674
kc1,47,Extra Trees,5,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6766027165583215,0.8625592417061612,0.2154989128894999,0.04990974965565245,0.13088208308909088
kc1,47,Extra Trees,6,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6366475489981466,0.8601895734597157,0.20933711949749742,0.022457545022580436,0.1292237499728799
kc1,47,Extra Trees,7,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6709001782531194,0.8672985781990521,0.20330969210073957,0.03889358142615709,0.1281899999594316
kc1,47,Extra Trees,8,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.6366475489981466,0.8601895734597157,0.20933711949749742,0.022457545022580495,0.1306535000912845
kc1,47,Extra Trees,9,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.670997920997921,0.8578199052132701,0.21566740274427607,0.05109048822936995,0.12985650007613003
kc1,47,Extra Trees,10,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.5727434497146714,0.8436018957345972,0.21210938575245752,0.04137260831766089,0.1176675830502063
kc1,47,Extra Trees,11,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.5727434497146714,0.8436018957345972,0.2114940234770812,0.033046851731954395,0.11199887504335493
kc1,47,Extra Trees,12,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.6347651801576095,0.8649289099526066,0.20183670440058238,0.024186495806608664,0.11523029208183289
kc1,47,HistGradientBoosting,1,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.5974213691026827,0.8436018957345972,0.23137205358799137,0.05245201533120287,0.18504925002343953
kc1,47,HistGradientBoosting,2,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5698267074413863,0.8507109004739336,0.22554125696749425,0.046896763925988516,0.4031940000131726
kc1,47,HistGradientBoosting,3,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.5873794200487428,0.8412322274881516,0.23099117038671763,0.0398191172363148,0.2967602079734206
kc1,47,HistGradientBoosting,4,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.6144414972001179,0.8530805687203792,0.22631631770032562,0.04325914912298462,0.10792070894967765
kc1,47,HistGradientBoosting,5,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.611584954286065,0.8578199052132701,0.22264825433041482,0.05941654496491955,0.3440085829934105
kc1,47,HistGradientBoosting,6,"{""learning_rate"": 0.03, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5740547695871597,0.8554502369668247,0.22537953041407222,0.036607304436546625,0.3123218750115484
kc1,47,HistGradientBoosting,7,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.583504152811309,0.8459715639810427,0.225497504133535,0.04216773119043153,0.28870520810596645
kc1,47,HistGradientBoosting,8,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.583504152811309,0.8459715639810427,0.22877196473578326,0.03654601542986214,0.3214522920316085
kc1,47,HistGradientBoosting,9,"{""learning_rate"": 0.1, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.5813492063492063,0.8436018957345972,0.23018261530092526,0.04369860159168206,0.1836303329328075
kc1,47,HistGradientBoosting,10,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.6096207215541165,0.8483412322274881,0.22866865083756177,0.041423272983076714,0.19786329101771116
kc1,47,HistGradientBoosting,11,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.611584954286065,0.8578199052132701,0.22328297281776818,0.034487990476892195,0.3750618339981884
kc1,47,HistGradientBoosting,12,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.6243305167607957,0.8554502369668247,0.22275106603817538,0.04830405691861529,0.19769583304878324
kc1,47,MLP,1,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}",,0.5812688048140324,0.8530805687203792,0.21785516684595624,0.027748375313342573,0.18425649998243898
