dataset,seed,model,config_index,params_json,error,val_macro_f1,val_accuracy,val_brier,val_ece,val_fit_time_sec
vehicle,47,Extra Trees,4,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.7250830449359862,0.7337278106508875,0.31366638388939183,0.09723743420691779,0.141570582985878
vehicle,47,Extra Trees,5,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.7652931933212301,0.7692307692307693,0.3040746877054569,0.09191321499013806,0.13670333300251514
vehicle,47,Extra Trees,6,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.7214433268423381,0.727810650887574,0.32562829326744924,0.09558513759220642,0.14045208296738565
vehicle,47,Extra Trees,7,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.7838618284842542,0.7869822485207101,0.29119585358824485,0.0707927914658965,0.13747787498869002
vehicle,47,Extra Trees,8,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.7214433268423381,0.727810650887574,0.3256282932674493,0.09558513759220642,0.12597441708203405
vehicle,47,Extra Trees,9,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.7545808766982826,0.757396449704142,0.3033906912046772,0.050374753451676524,0.12912133301142603
vehicle,47,Extra Trees,10,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.7182177466466502,0.727810650887574,0.3585160497734385,0.1543356732033346,0.14935683400835842
vehicle,47,Extra Trees,11,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.7133115147349309,0.7218934911242604,0.35791857754018463,0.14915316601008194,0.13687216595280915
vehicle,47,Extra Trees,12,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.7642101304340394,0.7692307692307693,0.30906805504220275,0.09207792182852316,0.12449212500359863
vehicle,47,HistGradientBoosting,1,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.7587836414657181,0.757396449704142,0.3389517238225443,0.12298042473401175,1.1022517090896145
vehicle,47,HistGradientBoosting,2,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.7748938920852964,0.7751479289940828,0.30547496690868303,0.0687738349005543,2.049935832968913
vehicle,47,HistGradientBoosting,3,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.7657054486231772,0.7633136094674556,0.3223667168830878,0.09502193347017493,1.6604758749017492
vehicle,47,HistGradientBoosting,4,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.7674568716579356,0.7633136094674556,0.3438082293562607,0.12788001681350905,0.9918455829611048
vehicle,47,HistGradientBoosting,5,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.7636897122158524,0.7633136094674556,0.33227560230757464,0.10105318680511281,3.0730936670443043
vehicle,47,HistGradientBoosting,6,"{""learning_rate"": 0.03, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.7636387824606214,0.7633136094674556,0.30388912468723384,0.05259569688698536,1.9126592499669641
vehicle,47,HistGradientBoosting,7,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.7767280851332576,0.7751479289940828,0.3224404247234393,0.12400878525133376,1.826792582985945
vehicle,47,HistGradientBoosting,8,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.7637295585182478,0.7633136094674556,0.31173694676624936,0.07393478510258374,0.9853338749380782
vehicle,47,HistGradientBoosting,9,"{""learning_rate"": 0.1, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.7661361034706008,0.7633136094674556,0.33297524454324934,0.11034312047567646,0.965670375037007
vehicle,47,HistGradientBoosting,10,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.7647961898680289,0.7633136094674556,0.318842806243567,0.09282623083214576,1.4210551660507917
vehicle,47,HistGradientBoosting,11,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.7890627126718388,0.7869822485207101,0.34015654584690364,0.1105023920654922,1.9422963749384508
vehicle,47,HistGradientBoosting,12,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.7890627126718388,0.7869822485207101,0.34474307766312046,0.12869945393707627,1.1221070409519598
vehicle,47,MLP,1,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}",,0.6740439816282513,0.6863905325443787,0.44356142530687914,0.18236916328055755,0.14872554189059883
vehicle,47,MLP,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0001}",,0.554972342829953,0.5680473372781065,0.5909723008357264,0.17519229015104235,0.07953287498094141
vehicle,47,MLP,3,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0003}",,0.6895484477076903,0.7041420118343196,0.3892183982801002,0.14805236579110767,0.07662229193374515
vehicle,47,MLP,4,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}",,0.7607514391571426,0.7633136094674556,0.2861318576474884,0.0876131186651433,0.08502800005953759
vehicle,47,MLP,5,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",,0.7066720108726533,0.7159763313609467,0.35368578292580555,0.062011970457216875,0.04752958309836686
vehicle,47,MLP,6,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.6765157959408317,0.6863905325443787,0.3953118540319511,0.13437263721543577,0.03605350002180785
vehicle,47,MLP,7,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}",,0.5132946234750358,0.5443786982248521,0.6058937073263323,0.15635454205230184,0.06581966602243483
vehicle,47,MLP,8,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0003}",,0.7151803079011525,0.7218934911242604,0.38919661172351505,0.1747165475748909,0.07336179097183049
vehicle,47,MLP,9,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0003}",,0.7757199696854868,0.7751479289940828,0.3018574182999383,0.10040503026060468,0.128381707938388
vehicle,47,MLP,10,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0001}",,0.6075128658189226,0.6153846153846154,0.5811628829178036,0.21342151829106382,0.059474125038832426
vehicle,47,MLP,11,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.6765157959408317,0.6863905325443787,0.39531067210017923,0.1343719490403255,0.03597066702786833
vehicle,47,MLP,12,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0003}",,0.7757199696854868,0.7751479289940828,0.3031733875886462,0.11065492255917317,0.12686408299487084
segment,11,Logistic Regression,1,"{""C"": 0.05, ""class_weight"": null}",,0.9071406583271298,0.9090909090909091,0.18100158598269242,0.1461146507605687,0.009093166911043227
segment,11,Logistic Regression,2,"{""C"": 20.0, ""class_weight"": null}",,0.9522764931053093,0.9523809523809523,0.07471537101964291,0.01783383816450986,0.017742166994139552
segment,11,Logistic Regression,3,"{""C"": 5.0, ""class_weight"": null}",,0.9455188363010933,0.9458874458874459,0.0820700181342031,0.025238937122888647,0.011624541017226875
segment,11,Logistic Regression,4,"{""C"": 0.01, ""class_weight"": ""balanced""}",,0.8839150078474589,0.8874458874458875,0.2942101060377921,0.27749130912667114,0.007389417034573853
segment,11,Logistic Regression,5,"{""C"": 1.0, ""class_weight"": null}",,0.9382927051079288,0.9393939393939394,0.10128655001811536,0.052359195695817796,0.01258516707457602
segment,11,Logistic Regression,6,"{""C"": 5.0, ""class_weight"": ""balanced""}",,0.9455188363010933,0.9458874458874459,0.0820700181342031,0.025238937122888647,0.011788583011366427
segment,11,Logistic Regression,7,"{""C"": 0.2, ""class_weight"": null}",,0.9230800982723739,0.9242424242424242,0.13324132077480325,0.0815577714342808,0.010190124972723424
segment,11,Logistic Regression,8,"{""C"": 0.2, ""class_weight"": ""balanced""}",,0.9230800982723739,0.9242424242424242,0.13324132077480325,0.0815577714342808,0.010560416034422815
segment,11,Logistic Regression,9,"{""C"": 20.0, ""class_weight"": ""balanced""}",,0.9522764931053093,0.9523809523809523,0.07471537101964291,0.01783383816450986,0.018198707955889404
segment,11,Logistic Regression,10,"{""C"": 0.05, ""class_weight"": ""balanced""}",,0.9071406583271298,0.9090909090909091,0.18100158598269242,0.1461146507605687,0.008719334029592574
segment,11,Logistic Regression,11,"{""C"": 1.0, ""class_weight"": ""balanced""}",,0.9382927051079288,0.9393939393939394,0.10128655001811536,0.052359195695817796,0.013059290940873325
segment,11,Logistic Regression,12,"{""C"": 0.01, ""class_weight"": null}",,0.8839150078474589,0.8874458874458875,0.2942101060377921,0.27749130912667114,0.006914207944646478
segment,11,Random Forest,1,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.974087829372518,0.974025974025974,0.04215794370731068,0.029275473853566613,0.19878795801196247
segment,11,Random Forest,2,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9653926427208747,0.9653679653679653,0.06595047937464954,0.06650578358703794,0.17701433307956904
segment,11,Random Forest,3,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9719731221742062,0.9718614718614719,0.051273813730981825,0.052285212825300846,0.17677604197524488
segment,11,Random Forest,4,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9762695775984812,0.9761904761904762,0.04522772177074582,0.04664393298882025,0.17533220804762095
segment,11,Random Forest,5,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9653926427208747,0.9653679653679653,0.06595047937464954,0.06650578358703794,0.17897608294151723
segment,11,Random Forest,6,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9719731221742062,0.9718614718614719,0.051273813730981825,0.052285212825300846,0.17815383395645767
segment,11,Random Forest,7,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.971923971572232,0.9718614718614719,0.042257720057720057,0.028708513708513697,0.2018745420500636
segment,11,Random Forest,8,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9676096879031922,0.9675324675324676,0.05642312189886401,0.04391797813870541,0.199874582933262
segment,11,Random Forest,9,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.971923971572232,0.9718614718614719,0.042257720057720057,0.028708513708513697,0.20121945801656693
segment,11,Random Forest,10,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9676096879031922,0.9675324675324676,0.05638718526026729,0.044076321276272167,0.20129700005054474
segment,11,Random Forest,11,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.978384527699067,0.9783549783549783,0.04557902837902838,0.0476190476190476,0.18041916599031538
segment,11,Random Forest,12,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9698060102656013,0.9696969696969697,0.046416306252623434,0.03410694346169268,0.19746079109609127
segment,11,Extra Trees,1,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.974087829372518,0.974025974025974,0.04800270303110439,0.048378692535033706,0.12689204106573015
segment,11,Extra Trees,2,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9520874204664554,0.9523809523809523,0.10579137466366785,0.12340028644303233,0.12454329209867865
segment,11,Extra Trees,3,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.974087829372518,0.974025974025974,0.062236567259121835,0.07606959453436267,0.12683670804835856
segment,11,Extra Trees,4,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9696870140181424,0.9696969696969697,0.07144464101364159,0.08770836797742804,0.1252795000327751
segment,11,Extra Trees,5,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9520874204664554,0.9523809523809523,0.10579137466366786,0.12340028644303232,0.12616237497422844
segment,11,Extra Trees,6,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9762695775984812,0.9761904761904762,0.06226807632370494,0.07827090166719043,0.126084707910195
segment,11,Extra Trees,7,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9783867761311369,0.9783549783549783,0.04139215969215969,0.03308080808080813,0.1284407079219818
segment,11,Extra Trees,8,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9652992589121793,0.9653679653679653,0.07139111870132454,0.07431180908598826,0.1282624170416966
segment,11,Extra Trees,9,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9783867761311369,0.9783549783549783,0.04139215969215969,0.03308080808080813,0.12535987503360957
segment,11,Extra Trees,10,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9653120363539509,0.9653679653679653,0.07360154292779574,0.07766269061241199,0.1265425420133397
segment,11,Extra Trees,11,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9783867761311369,0.9783549783549783,0.050275661375661376,0.05282828282828276,0.12766412494238466
segment,11,Extra Trees,12,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9719731221742062,0.9718614718614719,0.0547089138103403,0.0536121807872534,0.12796733295544982
segment,11,HistGradientBoosting,1,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9631655707620518,0.9632034632034632,0.05371532284304132,0.021171161510107832,2.242240749998018
segment,11,HistGradientBoosting,2,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.9719076572300126,0.9718614718614719,0.04720948055051241,0.0224373021668999,3.514769500005059
segment,11,HistGradientBoosting,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.9740248557626684,0.974025974025974,0.04583037907385169,0.014532257344564916,1.9958836670266464
segment,11,HistGradientBoosting,4,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9696575812461402,0.9696969696969697,0.05037038793058097,0.02073176030932662,2.224798292038031
segment,11,HistGradientBoosting,5,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9631655707620518,0.9632034632034632,0.05371532284304132,0.021171161510107832,2.482464083004743
segment,11,HistGradientBoosting,6,"{""learning_rate"": 0.03, ""max_depth"": 6, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9674687073460548,0.9675324675324676,0.05032037261988213,0.0234358922113039,3.0481071249814704
segment,11,HistGradientBoosting,7,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 10}",,0.9718427125887327,0.9718614718614719,0.0461804441493224,0.014993580754423275,3.3653831250267103
segment,11,HistGradientBoosting,8,"{""learning_rate"": 0.1, ""max_depth"": 12, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9631346325152162,0.9632034632034632,0.05451489426099104,0.022582819660937087,1.353940958972089
segment,11,HistGradientBoosting,9,"{""learning_rate"": 0.1, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",,0.9631346325152162,0.9632034632034632,0.05451489426099104,0.022582819660937087,1.233196375076659
segment,11,HistGradientBoosting,10,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.9762384241865387,0.9761904761904762,0.04485286322847055,0.014979165293803345,3.0168392499908805
segment,11,HistGradientBoosting,11,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",,0.9632300532190827,0.9632034632034632,0.052951999076423145,0.018548444519367404,5.97997799993027
segment,11,HistGradientBoosting,12,"{""learning_rate"": 0.05, ""max_depth"": 12, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 10}",,0.969695851433664,0.9696969696969697,0.04848955160085045,0.021893272729897276,3.2416138340486214
segment,11,MLP,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}",,0.8930358153207296,0.8961038961038961,0.1898969798535879,0.12677143444979766,0.28924954193644226
segment,11,MLP,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.9082332107468957,0.9112554112554112,0.15297366313307229,0.08365170965750096,0.07889808295294642
segment,11,MLP,3,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0003}",,0.8963888206181624,0.9004329004329005,0.18918078350114237,0.13273326292396972,0.13036595797166228
segment,11,MLP,4,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",,0.9082332107468957,0.9112554112554112,0.15298376335794608,0.08366627115604718,0.07854995795059949
segment,11,MLP,5,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.0003}",,0.8963888206181624,0.9004329004329005,0.18916980133649433,0.1327163483471267,0.13000949996057898
segment,11,MLP,6,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}",,0.8650826965765778,0.8701298701298701,0.21564567157650982,0.1280195442997258,0.0623704589670524
segment,11,MLP,7,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0001}",,0.866985283560804,0.8722943722943723,0.21783067171593895,0.13574166156077236,0.2978765000589192
segment,11,MLP,8,"{""alpha"": 0.001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}",,0.9271492601167013,0.9285714285714286,0.10060942535391385,0.044830496295610985,0.5399401659378782
segment,11,MLP,9,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0003}",,0.955969180503824,0.9567099567099567,0.06951488911905622,0.031559756920159075,0.3723479579202831
segment,11,MLP,10,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}",,0.8930358153207296,0.8961038961038961,0.189893872451288,0.12676685560546264,0.27635879209265113
segment,11,MLP,11,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0001}",,0.866985283560804,0.8722943722943723,0.2178308686947165,0.13574339376026867,0.30731425003614277
segment,11,MLP,12,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0003}",,0.955969180503824,0.9567099567099567,0.06950127815500896,0.031559837878906746,0.37318966595921665
segment,17,Logistic Regression,1,"{""C"": 5.0, ""class_weight"": null}",,0.9372894643697907,0.9372294372294372,0.08857397210607101,0.029069045261045326,0.015556292026303709
segment,17,Logistic Regression,2,"{""C"": 0.2, ""class_weight"": null}",,0.9116891099582165,0.9112554112554112,0.13855637485397918,0.0828536389849082,0.010276207933202386
segment,17,Logistic Regression,3,"{""C"": 1.0, ""class_weight"": null}",,0.9289914643382948,0.9285714285714286,0.10907728559950813,0.054256526750998936,0.013155374908819795
segment,17,Logistic Regression,4,"{""C"": 20.0, ""class_weight"": ""balanced""}",,0.9441779882678532,0.9437229437229437,0.0778591829256032,0.025407843334474642,0.019990709028206766
segment,17,Logistic Regression,5,"{""C"": 0.01, ""class_weight"": ""balanced""}",,0.8804413846208032,0.8809523809523809,0.2912775181196742,0.2750845286264106,0.008123500039801002
segment,17,Logistic Regression,6,"{""C"": 0.01, ""class_weight"": null}",,0.8804413846208032,0.8809523809523809,0.2912775181196742,0.2750845286264106,0.007177041959948838
segment,17,Logistic Regression,7,"{""C"": 20.0, ""class_weight"": null}",,0.9441779882678532,0.9437229437229437,0.0778591829256032,0.025407843334474642,0.019024500041268766
segment,17,Logistic Regression,8,"{""C"": 1.0, ""class_weight"": ""balanced""}",,0.9289914643382948,0.9285714285714286,0.10907728559950813,0.054256526750998936,0.013017707969993353
segment,17,Logistic Regression,9,"{""C"": 5.0, ""class_weight"": ""balanced""}",,0.9372894643697907,0.9372294372294372,0.08857397210607101,0.029069045261045326,0.015518040978349745
segment,17,Logistic Regression,10,"{""C"": 0.05, ""class_weight"": null}",,0.8936903505811056,0.8939393939393939,0.18009526797333603,0.13676817912394737,0.009237082907930017
segment,17,Logistic Regression,11,"{""C"": 0.2, ""class_weight"": ""balanced""}",,0.9116891099582165,0.9112554112554112,0.13855637485397918,0.0828536389849082,0.010039790999144316
segment,17,Logistic Regression,12,"{""C"": 0.05, ""class_weight"": ""balanced""}",,0.8936903505811056,0.8939393939393939,0.18009526797333603,0.13676817912394737,0.009390042047016323
segment,17,Random Forest,1,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9676768479025061,0.9675324675324676,0.04766538088182618,0.05849314541832254,0.18713425006717443
segment,17,Random Forest,2,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9762537272009654,0.9761904761904762,0.0403015392015392,0.028239538239538294,0.23788124998100102
segment,17,Random Forest,3,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9718921739672316,0.9718614718614719,0.05396872059433279,0.04670953439982122,0.20066441700328141
segment,17,Random Forest,4,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9698096707895044,0.9696969696969697,0.046290716690716695,0.05133477633477633,0.17760220798663795
segment,17,Random Forest,5,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9762537272009654,0.9761904761904762,0.0448973765577814,0.03720025922827043,0.1977274160599336
segment,17,Random Forest,6,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9762537272009654,0.9761904761904762,0.0403015392015392,0.028239538239538294,0.20023166702594608
segment,17,Random Forest,7,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9655141869743259,0.9653679653679653,0.053256188503472475,0.05267046977409541,0.1759036669973284
segment,17,Random Forest,8,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9718921739672316,0.9718614718614719,0.05396872059433279,0.04670953439982122,0.206633459078148
segment,17,Random Forest,9,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9718921739672316,0.9718614718614719,0.0541939499765486,0.046547873904049096,0.20427933300379664
segment,17,Random Forest,10,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9762537272009654,0.9761904761904762,0.0451913788253912,0.03800612844513786,0.20197041693609208
segment,17,Random Forest,11,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9654329389449634,0.9653679653679653,0.06526863398615416,0.0661224646292263,0.17987229104619473
segment,17,Random Forest,12,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9762537272009654,0.9761904761904762,0.04131141352130079,0.031519304881734767,0.19984791707247496
segment,17,Extra Trees,1,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9699318549876695,0.9696969696969697,0.07288221637729737,0.09606114556252016,0.12606358306948096
segment,17,Extra Trees,2,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9720035689501338,0.9718614718614719,0.04275632515632516,0.034812409812409795,0.12542345898691565
segment,17,Extra Trees,3,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9698630131787737,0.9696969696969697,0.06930848659540591,0.07861447492581326,0.127725875005126
segment,17,Extra Trees,4,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9699725610747859,0.9696969696969697,0.052757527657527656,0.05321789321789326,0.12684283393900841
segment,17,Extra Trees,5,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9698823329043357,0.9696969696969697,0.04898693041615913,0.050042429443399754,0.12754583300556988
segment,17,Extra Trees,6,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 300}",,0.9720035689501338,0.9718614718614719,0.04277335257335258,0.03484126984126982,0.14030837500467896
segment,17,Extra Trees,7,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9720778526029153,0.9718614718614719,0.06346603930716566,0.08229358891452221,0.15894083306193352
segment,17,Extra Trees,8,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9698630131787737,0.9696969696969697,0.06930848659540591,0.07861447492581326,0.13762533303815871
segment,17,Extra Trees,9,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9677170155635277,0.9675324675324676,0.07274275298579658,0.08060041196630273,0.1384659999748692
segment,17,Extra Trees,10,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 300}",,0.9762810613368759,0.9761904761904762,0.05321006812435528,0.06189913641790393,0.14252387499436736
segment,17,Extra Trees,11,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}",,0.9503104088953469,0.9502164502164502,0.11632989233919518,0.13530181886511086,0.12616137496661395
